,cumsum_duration,cumsum_winner,cumsum_hitsTotal,cumsum_hitsSuccessful,cumsum_takedownTotal,cumsum_takedownSuccessful,cumsum_submissionAttempts,cumsum_takeovers,cumsum_accentedHitsTotal,cumsum_accentedHitsSuccessful,cumsum_knockdowns,cumsum_protectionPassage,cumsum_hitsHeadTotal,cumsum_hitsHeadSuccessful,cumsum_hitsBodyTotal,cumsum_hitsBodySuccessful,cumsum_hitsLegsTotal,cumsum_hitsLegsSuccessful,cumsum_accentedHitsPositionDistanceTotal,cumsum_accentedHitsPositionDistanceSuccessful,cumsum_accentedHitsPositionClinchTotal,cumsum_accentedHitsPositionClinchSuccessful,cumsum_accentedHitsPositionParterTotal,cumsum_accentedHitsPositionParterSuccessful,cumsum_winMethods_[DEC],cumsum_winMethods_[DQ],cumsum_winMethods_[KO],cumsum_winMethods_[SUB],current_duration,winner,current_hitsTotal,current_hitsSuccessful,current_takedownTotal,current_takedownSuccessful,current_submissionAttempts,current_takeovers,current_accentedHitsTotal,current_accentedHitsSuccessful,current_knockdowns,current_protectionPassage,current_hitsHeadTotal,current_hitsHeadSuccessful,current_hitsBodyTotal,current_hitsBodySuccessful,current_hitsLegsTotal,current_hitsLegsSuccessful,current_accentedHitsPositionDistanceTotal,current_accentedHitsPositionDistanceSuccessful,current_accentedHitsPositionClinchTotal,current_accentedHitsPositionClinchSuccessful,current_accentedHitsPositionParterTotal,current_accentedHitsPositionParterSuccessful,current_winMethods_[DEC],current_winMethods_[DQ],current_winMethods_[KO],current_winMethods_[SUB],age,eventDate.date,fighterId,fighter_nbr,odds,winnerId,count_of_fights,win_streak,loose_streak,fighterName
4733,1200.0,1,145.0,51.0,3.0,1.0,0.0,2.0,125.0,36.0,0.0,1.0,115.0,30.0,7.0,3.0,3.0,3.0,119.0,34.0,4.0,0.0,2.0,2.0,4,0,0,0,300.0,False,19.0,10.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,30.0,2016-08-20,927,2,3.3,562.0,3,0,1,Elizabeth Phillips
2483,195.0,1,33.0,21.0,0.0,0.0,0.0,0.0,26.0,14.0,0.0,0.0,20.0,9.0,2.0,1.0,4.0,4.0,18.0,9.0,6.0,3.0,2.0,2.0,0,0,1,0,195.0,True,33.0,21.0,0.0,0.0,0.0,0.0,26.0,14.0,0.0,0.0,20.0,9.0,2.0,1.0,4.0,4.0,18.0,9.0,6.0,3.0,2.0,2.0,0,0,1,0,25.0,2011-04-01,928,1,,928.0,0,1,0,Lorenz Larkin
2630,495.0,2,109.0,80.0,0.0,0.0,0.0,0.0,59.0,36.0,0.0,2.0,44.0,22.0,10.0,9.0,5.0,5.0,24.0,13.0,8.0,4.0,27.0,19.0,1,0,1,0,300.0,True,76.0,59.0,0.0,0.0,0.0,0.0,33.0,22.0,0.0,2.0,24.0,13.0,8.0,8.0,1.0,1.0,6.0,4.0,2.0,1.0,25.0,17.0,1,0,0,0,25.0,2011-09-23,928,1,,928.0,1,2,0,Lorenz Larkin
3221,795.0,2,126.0,84.0,0.0,0.0,0.0,1.0,74.0,39.0,0.0,3.0,55.0,23.0,11.0,9.0,8.0,7.0,37.0,15.0,9.0,4.0,28.0,20.0,2,0,1,0,300.0,False,17.0,4.0,0.0,0.0,0.0,1.0,15.0,3.0,0.0,1.0,11.0,1.0,1.0,0.0,3.0,2.0,13.0,2.0,1.0,0.0,1.0,1.0,1,0,0,0,27.0,2013-04-20,928,1,,1127.0,2,0,1,Lorenz Larkin
3422,1095.0,3,175.0,112.0,0.0,0.0,0.0,1.0,112.0,56.0,0.0,3.0,79.0,31.0,21.0,14.0,12.0,11.0,63.0,21.0,21.0,15.0,28.0,20.0,3,0,1,0,300.0,True,49.0,28.0,0.0,0.0,0.0,0.0,38.0,17.0,0.0,0.0,24.0,8.0,10.0,5.0,4.0,4.0,26.0,6.0,12.0,11.0,0.0,0.0,1,0,0,0,27.0,2013-11-06,928,2,1.29,928.0,3,1,0,Lorenz Larkin
3503,1395.0,3,246.0,139.0,0.0,0.0,0.0,1.0,179.0,79.0,0.0,3.0,144.0,52.0,22.0,15.0,13.0,12.0,93.0,26.0,58.0,33.0,28.0,20.0,4,0,1,0,300.0,False,71.0,27.0,0.0,0.0,0.0,0.0,67.0,23.0,0.0,0.0,65.0,21.0,1.0,1.0,1.0,1.0,30.0,5.0,37.0,18.0,0.0,0.0,1,0,0,0,28.0,2014-01-16,928,2,1.43,583.0,4,0,1,Lorenz Larkin
3642,1622.0,3,280.0,158.0,0.0,0.0,0.0,1.0,209.0,95.0,0.0,3.0,165.0,60.0,25.0,17.0,19.0,18.0,116.0,37.0,65.0,38.0,28.0,20.0,4,0,2,0,227.0,False,34.0,19.0,0.0,0.0,0.0,0.0,30.0,16.0,0.0,0.0,21.0,8.0,3.0,2.0,6.0,6.0,23.0,11.0,7.0,5.0,0.0,0.0,0,0,1,0,28.0,2014-05-10,928,2,1.64,829.0,5,0,2,Lorenz Larkin
3818,1922.0,3,298.0,170.0,0.0,0.0,0.0,1.0,222.0,103.0,0.0,3.0,170.0,62.0,33.0,23.0,19.0,18.0,125.0,41.0,69.0,42.0,28.0,20.0,5,0,2,0,300.0,False,18.0,12.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,5.0,2.0,8.0,6.0,0.0,0.0,9.0,4.0,4.0,4.0,0.0,0.0,1,0,0,0,28.0,2014-08-30,928,2,2.65,506.0,6,0,3,Lorenz Larkin
4000,2059.0,4,348.0,199.0,0.0,0.0,0.0,1.0,272.0,132.0,0.0,3.0,214.0,86.0,36.0,25.0,22.0,21.0,162.0,58.0,72.0,44.0,38.0,30.0,5,0,3,0,137.0,True,50.0,29.0,0.0,0.0,0.0,0.0,50.0,29.0,0.0,0.0,44.0,24.0,3.0,2.0,3.0,3.0,37.0,17.0,3.0,2.0,10.0,10.0,0,0,1,0,29.0,2015-01-18,928,1,1.67,928.0,7,1,0,Lorenz Larkin
4209,2246.0,5,415.0,241.0,0.0,0.0,0.0,1.0,334.0,169.0,0.0,4.0,267.0,115.0,41.0,29.0,26.0,25.0,205.0,80.0,77.0,48.0,52.0,41.0,5,0,4,0,187.0,True,67.0,42.0,0.0,0.0,0.0,0.0,62.0,37.0,0.0,1.0,53.0,29.0,5.0,4.0,4.0,4.0,43.0,22.0,5.0,4.0,14.0,11.0,0,0,1,0,29.0,2015-06-27,928,2,1.49,928.0,8,2,0,Lorenz Larkin
4452,2546.0,5,475.0,268.0,2.0,0.0,0.0,1.0,394.0,196.0,0.0,4.0,302.0,123.0,44.0,31.0,48.0,42.0,263.0,106.0,79.0,49.0,52.0,41.0,6,0,4,0,300.0,False,60.0,27.0,2.0,0.0,0.0,0.0,60.0,27.0,0.0,0.0,35.0,8.0,3.0,2.0,22.0,17.0,58.0,26.0,2.0,1.0,0.0,0.0,1,0,0,0,30.0,2016-01-02,928,2,3.3,906.0,9,0,1,Lorenz Larkin
4613,2846.0,6,507.0,286.0,3.0,0.0,0.0,1.0,421.0,209.0,0.0,4.0,325.0,133.0,46.0,32.0,50.0,44.0,286.0,117.0,83.0,51.0,52.0,41.0,7,0,4,0,300.0,True,32.0,18.0,1.0,0.0,0.0,0.0,27.0,13.0,0.0,0.0,23.0,10.0,2.0,1.0,2.0,2.0,23.0,11.0,4.0,2.0,0.0,0.0,1,0,0,0,30.0,2016-05-29,928,2,2.0,928.0,10,1,0,Lorenz Larkin
4735,3094.0,7,557.0,320.0,3.0,0.0,0.0,1.0,469.0,241.0,0.0,4.0,350.0,146.0,53.0,38.0,66.0,57.0,324.0,139.0,93.0,61.0,52.0,41.0,7,0,5,0,248.0,True,50.0,34.0,0.0,0.0,0.0,0.0,48.0,32.0,0.0,0.0,25.0,13.0,7.0,6.0,16.0,13.0,38.0,22.0,10.0,10.0,0.0,0.0,0,0,1,0,30.0,2016-08-20,928,2,2.2,928.0,11,2,0,Lorenz Larkin
728,208.0,1,65.0,28.0,1.0,1.0,0.0,0.0,46.0,18.0,0.0,3.0,45.0,17.0,1.0,1.0,0.0,0.0,15.0,3.0,1.0,1.0,30.0,14.0,0,0,1,0,208.0,True,65.0,28.0,1.0,1.0,0.0,0.0,46.0,18.0,0.0,3.0,45.0,17.0,1.0,1.0,0.0,0.0,15.0,3.0,1.0,1.0,30.0,14.0,0,0,1,0,27.0,2005-05-22,929,1,,929.0,0,1,0,Tatsuya Kawajiri
748,508.0,2,144.0,84.0,2.0,2.0,0.0,0.0,82.0,43.0,0.0,7.0,78.0,39.0,4.0,4.0,0.0,0.0,18.0,4.0,2.0,2.0,62.0,37.0,1,0,1,0,300.0,True,79.0,56.0,1.0,1.0,0.0,0.0,36.0,25.0,0.0,4.0,33.0,22.0,3.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,32.0,23.0,1,0,0,0,27.0,2005-07-17,929,1,,929.0,1,2,0,Tatsuya Kawajiri
915,658.0,3,146.0,86.0,4.0,3.0,3.0,0.0,82.0,43.0,0.0,8.0,78.0,39.0,4.0,4.0,0.0,0.0,18.0,4.0,2.0,2.0,62.0,37.0,1,0,1,1,150.0,True,2.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,28.0,2006-06-04,929,1,,929.0,2,3,0,Tatsuya Kawajiri
1355,958.0,4,242.0,156.0,6.0,4.0,3.0,0.0,124.0,67.0,0.0,8.0,118.0,61.0,5.0,5.0,1.0,1.0,25.0,8.0,2.0,2.0,97.0,57.0,2,0,1,1,300.0,True,96.0,70.0,2.0,1.0,0.0,0.0,42.0,24.0,0.0,0.0,40.0,22.0,1.0,1.0,1.0,1.0,7.0,4.0,0.0,0.0,35.0,20.0,1,0,0,0,29.0,2007-12-31,929,1,,929.0,3,4,0,Tatsuya Kawajiri
1416,1258.0,5,254.0,166.0,9.0,6.0,3.0,0.0,128.0,70.0,0.0,11.0,122.0,64.0,5.0,5.0,1.0,1.0,27.0,9.0,2.0,2.0,99.0,59.0,3,0,1,1,300.0,True,12.0,10.0,3.0,2.0,0.0,0.0,4.0,3.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,1,0,0,0,30.0,2008-03-15,929,1,,929.0,4,5,0,Tatsuya Kawajiri
1463,1558.0,6,318.0,203.0,10.0,7.0,3.0,1.0,158.0,82.0,0.0,13.0,151.0,75.0,6.0,6.0,1.0,1.0,36.0,10.0,4.0,4.0,118.0,68.0,4,0,1,1,300.0,True,64.0,37.0,1.0,1.0,0.0,1.0,30.0,12.0,0.0,2.0,29.0,11.0,1.0,1.0,0.0,0.0,9.0,1.0,2.0,2.0,19.0,9.0,1,0,0,0,30.0,2008-05-11,929,1,,929.0,5,6,0,Tatsuya Kawajiri
1775,1801.0,7,353.0,230.0,12.0,9.0,4.0,1.0,166.0,85.0,0.0,16.0,156.0,76.0,7.0,7.0,3.0,2.0,39.0,11.0,6.0,5.0,121.0,69.0,4,0,1,2,243.0,True,35.0,27.0,2.0,2.0,1.0,0.0,8.0,3.0,0.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,0,0,0,1,31.0,2009-03-08,929,1,,929.0,6,7,0,Tatsuya Kawajiri
1833,2101.0,8,418.0,278.0,16.0,11.0,4.0,1.0,192.0,97.0,0.0,19.0,175.0,81.0,9.0,9.0,8.0,7.0,60.0,18.0,11.0,10.0,121.0,69.0,5,0,1,2,300.0,True,65.0,48.0,4.0,2.0,0.0,0.0,26.0,12.0,0.0,3.0,19.0,5.0,2.0,2.0,5.0,5.0,21.0,7.0,5.0,5.0,0.0,0.0,1,0,0,0,31.0,2009-05-26,929,1,,929.0,7,8,0,Tatsuya Kawajiri
1941,2329.0,9,524.0,375.0,17.0,12.0,4.0,1.0,218.0,119.0,0.0,21.0,197.0,100.0,12.0,11.0,9.0,8.0,62.0,18.0,15.0,13.0,141.0,88.0,5,0,2,2,228.0,True,106.0,97.0,1.0,1.0,0.0,0.0,26.0,22.0,0.0,2.0,22.0,19.0,3.0,2.0,1.0,1.0,2.0,0.0,4.0,3.0,20.0,19.0,0,0,1,0,31.0,2009-10-06,929,1,,929.0,8,9,0,Tatsuya Kawajiri
2030,2629.0,10,576.0,419.0,18.0,13.0,5.0,1.0,234.0,128.0,0.0,23.0,212.0,108.0,13.0,12.0,9.0,8.0,63.0,18.0,16.0,14.0,155.0,96.0,6,0,2,2,300.0,True,52.0,44.0,1.0,1.0,1.0,0.0,16.0,9.0,0.0,2.0,15.0,8.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,14.0,8.0,1,0,0,0,31.0,2009-12-31,929,1,,929.0,9,10,0,Tatsuya Kawajiri
2228,2742.0,10,582.0,423.0,18.0,13.0,5.0,1.0,237.0,130.0,0.0,23.0,215.0,110.0,13.0,12.0,9.0,8.0,64.0,18.0,16.0,14.0,157.0,98.0,6,0,2,3,113.0,False,6.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0,0,0,1,32.0,2010-07-10,929,1,,1988.0,10,0,1,Tatsuya Kawajiri
2636,2892.0,11,599.0,434.0,20.0,14.0,6.0,1.0,252.0,139.0,0.0,25.0,226.0,115.0,15.0,14.0,11.0,10.0,79.0,27.0,16.0,14.0,157.0,98.0,6,0,2,4,150.0,True,17.0,11.0,2.0,1.0,1.0,0.0,15.0,9.0,0.0,2.0,11.0,5.0,2.0,2.0,2.0,2.0,15.0,9.0,0.0,0.0,0.0,0.0,0,0,0,1,33.0,2011-09-24,929,1,,929.0,11,1,0,Tatsuya Kawajiri
2755,3186.0,12,623.0,449.0,22.0,16.0,7.0,1.0,265.0,144.0,0.0,26.0,233.0,116.0,20.0,18.0,12.0,10.0,88.0,29.0,19.0,17.0,158.0,98.0,6,0,2,5,294.0,True,24.0,15.0,2.0,2.0,1.0,0.0,13.0,5.0,0.0,1.0,7.0,1.0,5.0,4.0,1.0,0.0,9.0,2.0,3.0,3.0,1.0,0.0,0,0,0,1,33.0,2011-12-31,929,1,,929.0,12,2,0,Tatsuya Kawajiri
3493,3236.0,13,624.0,450.0,24.0,17.0,8.0,1.0,266.0,145.0,0.0,26.0,234.0,117.0,20.0,18.0,12.0,10.0,89.0,30.0,19.0,17.0,158.0,98.0,6,0,2,6,50.0,True,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,36.0,2014-01-04,929,1,1.98,929.0,13,3,0,Tatsuya Kawajiri
3599,3536.0,13,647.0,454.0,25.0,17.0,9.0,1.0,289.0,149.0,0.0,26.0,256.0,121.0,21.0,18.0,12.0,10.0,112.0,34.0,19.0,17.0,158.0,98.0,7,0,2,6,300.0,False,23.0,4.0,1.0,0.0,1.0,0.0,23.0,4.0,0.0,0.0,22.0,4.0,1.0,0.0,0.0,0.0,23.0,4.0,0.0,0.0,0.0,0.0,1,0,0,0,36.0,2014-04-11,929,2,2.36,101.0,14,0,1,Tatsuya Kawajiri
4199,3836.0,14,668.0,470.0,31.0,19.0,9.0,1.0,303.0,158.0,0.0,28.0,269.0,129.0,22.0,19.0,12.0,10.0,122.0,39.0,19.0,17.0,162.0,102.0,8,0,2,6,300.0,True,21.0,16.0,6.0,2.0,0.0,0.0,14.0,9.0,0.0,2.0,13.0,8.0,1.0,1.0,0.0,0.0,10.0,5.0,0.0,0.0,4.0,4.0,1,0,0,0,37.0,2015-06-20,929,2,2.56,929.0,15,1,0,Tatsuya Kawajiri
4420,4136.0,15,693.0,489.0,36.0,22.0,9.0,1.0,314.0,165.0,0.0,32.0,278.0,134.0,24.0,21.0,12.0,10.0,129.0,43.0,19.0,17.0,166.0,105.0,9,0,2,6,300.0,True,25.0,19.0,5.0,3.0,0.0,0.0,11.0,7.0,0.0,4.0,9.0,5.0,2.0,2.0,0.0,0.0,7.0,4.0,0.0,0.0,4.0,3.0,1,0,0,0,37.0,2015-12-11,929,2,1.4,929.0,16,2,0,Tatsuya Kawajiri
4502,4436.0,15,704.0,497.0,37.0,22.0,9.0,1.0,320.0,168.0,0.0,32.0,283.0,137.0,25.0,21.0,12.0,10.0,134.0,45.0,20.0,18.0,166.0,105.0,10,0,2,6,300.0,False,11.0,8.0,1.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,1,0,0,0,38.0,2016-02-21,929,2,4.35,579.0,17,0,1,Tatsuya Kawajiri
4725,4736.0,15,733.0,508.0,42.0,24.0,9.0,2.0,342.0,172.0,0.0,32.0,303.0,140.0,26.0,21.0,13.0,11.0,146.0,47.0,21.0,19.0,175.0,106.0,11,0,2,6,300.0,False,29.0,11.0,5.0,2.0,0.0,1.0,22.0,4.0,0.0,0.0,20.0,3.0,1.0,0.0,1.0,1.0,12.0,2.0,1.0,1.0,9.0,1.0,1,0,0,0,38.0,2016-08-06,929,2,3.7,343.0,18,0,2,Tatsuya Kawajiri
4385,300.0,0,16.0,5.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,10.0,1.0,4.0,2.0,0.0,0.0,1,0,0,0,300.0,False,16.0,5.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,10.0,1.0,4.0,2.0,0.0,0.0,1,0,0,0,25.0,2015-11-21,930,2,1.57,40.0,0,0,1,Horacio Gutierrez
4723,452.0,0,34.0,10.0,0.0,0.0,0.0,0.0,32.0,8.0,0.0,0.0,28.0,4.0,0.0,0.0,4.0,4.0,28.0,6.0,4.0,2.0,0.0,0.0,1,0,1,0,152.0,False,18.0,5.0,0.0,0.0,0.0,0.0,18.0,5.0,0.0,0.0,14.0,1.0,0.0,0.0,4.0,4.0,18.0,5.0,0.0,0.0,0.0,0.0,0,0,1,0,26.0,2016-08-06,930,2,3.0,144.0,1,0,2,Horacio Gutierrez
2528,117.0,0,7.0,3.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,7.0,3.0,0.0,0.0,0.0,0.0,0,0,0,1,117.0,False,7.0,3.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,7.0,3.0,0.0,0.0,0.0,0.0,0,0,0,1,30.0,2011-06-04,931,1,,1246.0,0,0,1,Francisco Rivera
2886,417.0,1,64.0,25.0,0.0,0.0,0.0,0.0,64.0,25.0,0.0,0.0,50.0,17.0,9.0,4.0,5.0,4.0,62.0,23.0,2.0,2.0,0.0,0.0,1,0,0,1,300.0,True,57.0,22.0,0.0,0.0,0.0,0.0,57.0,22.0,0.0,0.0,46.0,17.0,9.0,4.0,2.0,1.0,55.0,20.0,2.0,2.0,0.0,0.0,1,0,0,0,31.0,2012-05-15,931,1,,931.0,1,1,0,Francisco Rivera
3144,677.0,2,128.0,52.0,0.0,0.0,0.0,0.0,128.0,52.0,0.0,0.0,97.0,33.0,14.0,8.0,17.0,11.0,126.0,50.0,2.0,2.0,0.0,0.0,1,0,1,1,260.0,True,64.0,27.0,0.0,0.0,0.0,0.0,64.0,27.0,0.0,0.0,47.0,16.0,5.0,4.0,12.0,7.0,64.0,27.0,0.0,0.0,0.0,0.0,0,0,1,0,32.0,2013-02-02,931,1,,931.0,2,2,0,Francisco Rivera
3420,817.0,3,171.0,70.0,1.0,0.0,0.0,0.0,170.0,69.0,0.0,0.0,135.0,48.0,16.0,9.0,19.0,12.0,152.0,60.0,8.0,4.0,10.0,5.0,1,0,2,1,140.0,True,43.0,18.0,1.0,0.0,0.0,0.0,42.0,17.0,0.0,0.0,38.0,15.0,2.0,1.0,2.0,1.0,26.0,10.0,6.0,2.0,10.0,5.0,0,0,1,0,32.0,2013-11-06,931,1,1.77,931.0,3,3,0,Francisco Rivera
3655,1117.0,3,230.0,95.0,1.0,0.0,0.0,0.0,223.0,88.0,0.0,0.0,185.0,64.0,18.0,11.0,20.0,13.0,203.0,78.0,10.0,5.0,10.0,5.0,2,0,2,1,300.0,False,59.0,25.0,0.0,0.0,0.0,0.0,53.0,19.0,0.0,0.0,50.0,16.0,2.0,2.0,1.0,1.0,51.0,18.0,2.0,1.0,0.0,0.0,1,0,0,0,33.0,2014-05-25,931,2,2.4,882.0,4,0,1,Francisco Rivera
3946,1211.0,3,244.0,97.0,1.0,0.0,0.0,0.0,237.0,90.0,0.0,0.0,199.0,66.0,18.0,11.0,20.0,13.0,217.0,80.0,10.0,5.0,10.0,5.0,2,0,2,2,94.0,False,14.0,2.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0,0,0,1,33.0,2014-12-06,931,2,5.0,782.0,5,0,2,Francisco Rivera
4179,1232.0,4,253.0,102.0,1.0,0.0,0.0,0.0,246.0,95.0,0.0,0.0,208.0,71.0,18.0,11.0,20.0,13.0,222.0,82.0,10.0,5.0,14.0,8.0,2,0,3,2,21.0,True,9.0,5.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,4.0,3.0,0,0,1,0,34.0,2015-06-06,931,2,1.82,931.0,6,1,0,Francisco Rivera
4319,1360.0,4,289.0,118.0,2.0,0.0,0.0,0.0,282.0,111.0,0.0,0.0,241.0,84.0,19.0,12.0,22.0,15.0,241.0,91.0,26.0,11.0,15.0,9.0,2,0,3,3,128.0,False,36.0,16.0,1.0,0.0,0.0,0.0,36.0,16.0,0.0,0.0,33.0,13.0,1.0,1.0,2.0,2.0,19.0,9.0,16.0,6.0,1.0,1.0,0,0,0,1,34.0,2015-09-05,931,2,2.18,196.0,7,0,1,Francisco Rivera
4515,1660.0,4,308.0,125.0,3.0,1.0,0.0,0.0,301.0,118.0,0.0,0.0,258.0,90.0,19.0,12.0,24.0,16.0,258.0,96.0,28.0,13.0,15.0,9.0,3,0,3,3,300.0,False,19.0,7.0,1.0,1.0,0.0,0.0,19.0,7.0,0.0,0.0,17.0,6.0,0.0,0.0,2.0,1.0,17.0,5.0,2.0,2.0,0.0,0.0,1,0,0,0,35.0,2016-02-27,931,2,1.67,819.0,8,0,2,Francisco Rivera
4707,1960.0,4,352.0,141.0,3.0,1.0,0.0,0.0,343.0,132.0,0.0,0.0,299.0,103.0,20.0,13.0,24.0,16.0,298.0,109.0,28.0,13.0,17.0,10.0,4,0,3,3,300.0,False,44.0,16.0,0.0,0.0,0.0,0.0,42.0,14.0,0.0,0.0,41.0,13.0,1.0,1.0,0.0,0.0,40.0,13.0,0.0,0.0,2.0,1.0,1,0,0,0,35.0,2016-07-30,931,2,2.35,902.0,9,0,3,Francisco Rivera
4238,300.0,1,8.0,6.0,3.0,1.0,0.0,1.0,5.0,3.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,4.0,2.0,0.0,0.0,1.0,1.0,1,0,0,0,300.0,True,8.0,6.0,3.0,1.0,0.0,1.0,5.0,3.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,4.0,2.0,0.0,0.0,1.0,1.0,1,0,0,0,24.0,2015-07-12,932,2,2.1,932.0,0,1,0,Michael Graves
4569,451.0,2,28.0,19.0,4.0,2.0,1.0,1.0,16.0,9.0,0.0,3.0,14.0,8.0,0.0,0.0,2.0,1.0,4.0,2.0,0.0,0.0,12.0,7.0,1,0,0,1,151.0,True,20.0,13.0,1.0,1.0,1.0,0.0,11.0,6.0,0.0,2.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,0,0,0,1,25.0,2016-04-17,932,2,1.8,932.0,1,2,0,Michael Graves
4391,222.0,0,54.0,23.0,4.0,3.0,0.0,0.0,46.0,16.0,0.0,0.0,33.0,7.0,11.0,7.0,2.0,2.0,35.0,10.0,9.0,6.0,2.0,0.0,0,0,1,0,222.0,False,54.0,23.0,4.0,3.0,0.0,0.0,46.0,16.0,0.0,0.0,33.0,7.0,11.0,7.0,2.0,2.0,35.0,10.0,9.0,6.0,2.0,0.0,0,0,1,0,24.0,2015-11-21,933,2,1.57,310.0,0,0,1,Cesar Arzamendia
4713,369.0,0,81.0,40.0,4.0,3.0,1.0,0.0,73.0,33.0,0.0,0.0,54.0,18.0,16.0,12.0,3.0,3.0,58.0,24.0,13.0,9.0,2.0,0.0,0,0,2,0,147.0,False,27.0,17.0,0.0,0.0,1.0,0.0,27.0,17.0,0.0,0.0,21.0,11.0,5.0,5.0,1.0,1.0,23.0,14.0,4.0,3.0,0.0,0.0,0,0,1,0,25.0,2016-07-30,933,2,2.05,613.0,1,0,2,Cesar Arzamendia
3604,300.0,1,49.0,40.0,2.0,2.0,0.0,0.0,16.0,10.0,0.0,0.0,11.0,6.0,2.0,2.0,3.0,2.0,5.0,1.0,6.0,5.0,5.0,4.0,1,0,0,0,300.0,True,49.0,40.0,2.0,2.0,0.0,0.0,16.0,10.0,0.0,0.0,11.0,6.0,2.0,2.0,3.0,2.0,5.0,1.0,6.0,5.0,5.0,4.0,1,0,0,0,28.0,2014-04-11,934,1,1.43,934.0,0,1,0,Jim Alers
4036,599.0,1,87.0,63.0,3.0,2.0,0.0,0.0,50.0,29.0,0.0,0.0,38.0,19.0,3.0,2.0,9.0,8.0,36.0,18.0,9.0,7.0,5.0,4.0,1,0,1,0,299.0,False,38.0,23.0,1.0,0.0,0.0,0.0,34.0,19.0,0.0,0.0,27.0,13.0,1.0,0.0,6.0,6.0,31.0,17.0,3.0,2.0,0.0,0.0,0,0,1,0,29.0,2015-02-14,934,2,3.03,354.0,1,0,1,Jim Alers
4701,899.0,1,121.0,81.0,9.0,4.0,0.0,0.0,75.0,39.0,0.0,1.0,63.0,29.0,3.0,2.0,9.0,8.0,59.0,26.0,9.0,7.0,7.0,6.0,2,0,1,0,300.0,False,34.0,18.0,6.0,2.0,0.0,0.0,25.0,10.0,0.0,1.0,25.0,10.0,0.0,0.0,0.0,0.0,23.0,8.0,0.0,0.0,2.0,2.0,1,0,0,0,30.0,2016-07-24,934,2,1.71,563.0,2,0,2,Jim Alers
2328,162.0,1,15.0,7.0,0.0,0.0,1.0,0.0,15.0,7.0,0.0,0.0,13.0,6.0,2.0,1.0,0.0,0.0,7.0,4.0,1.0,1.0,7.0,2.0,0,0,0,1,162.0,True,15.0,7.0,0.0,0.0,1.0,0.0,15.0,7.0,0.0,0.0,13.0,6.0,2.0,1.0,0.0,0.0,7.0,4.0,1.0,1.0,7.0,2.0,0,0,0,1,45.0,2010-11-11,935,1,,935.0,0,1,0,Michael McDonald
2477,462.0,2,49.0,22.0,3.0,3.0,1.0,0.0,46.0,20.0,0.0,1.0,40.0,15.0,4.0,3.0,2.0,2.0,31.0,13.0,3.0,3.0,12.0,4.0,1,0,0,1,300.0,True,34.0,15.0,3.0,3.0,0.0,0.0,31.0,13.0,0.0,1.0,27.0,9.0,2.0,2.0,2.0,2.0,24.0,9.0,2.0,2.0,5.0,2.0,1,0,0,0,46.0,2011-03-26,935,1,,935.0,1,2,0,Michael McDonald
