,cumsum_duration,cumsum_winner,cumsum_hitsTotal,cumsum_hitsSuccessful,cumsum_takedownTotal,cumsum_takedownSuccessful,cumsum_submissionAttempts,cumsum_takeovers,cumsum_accentedHitsTotal,cumsum_accentedHitsSuccessful,cumsum_knockdowns,cumsum_protectionPassage,cumsum_hitsHeadTotal,cumsum_hitsHeadSuccessful,cumsum_hitsBodyTotal,cumsum_hitsBodySuccessful,cumsum_hitsLegsTotal,cumsum_hitsLegsSuccessful,cumsum_accentedHitsPositionDistanceTotal,cumsum_accentedHitsPositionDistanceSuccessful,cumsum_accentedHitsPositionClinchTotal,cumsum_accentedHitsPositionClinchSuccessful,cumsum_accentedHitsPositionParterTotal,cumsum_accentedHitsPositionParterSuccessful,cumsum_winMethods_[DEC],cumsum_winMethods_[DQ],cumsum_winMethods_[KO],cumsum_winMethods_[SUB],current_duration,winner,current_hitsTotal,current_hitsSuccessful,current_takedownTotal,current_takedownSuccessful,current_submissionAttempts,current_takeovers,current_accentedHitsTotal,current_accentedHitsSuccessful,current_knockdowns,current_protectionPassage,current_hitsHeadTotal,current_hitsHeadSuccessful,current_hitsBodyTotal,current_hitsBodySuccessful,current_hitsLegsTotal,current_hitsLegsSuccessful,current_accentedHitsPositionDistanceTotal,current_accentedHitsPositionDistanceSuccessful,current_accentedHitsPositionClinchTotal,current_accentedHitsPositionClinchSuccessful,current_accentedHitsPositionParterTotal,current_accentedHitsPositionParterSuccessful,current_winMethods_[DEC],current_winMethods_[DQ],current_winMethods_[KO],current_winMethods_[SUB],age,eventDate.date,fighterId,fighter_nbr,odds,winnerId,count_of_fights,win_streak,loose_streak,fighterName
5771,962.0,3,103.0,84.0,10.0,6.0,0.0,0.0,58.0,44.0,0.0,10.0,44.0,31.0,10.0,9.0,4.0,4.0,28.0,18.0,21.0,19.0,9.0,7.0,3,0,0,1,62.0,False,5.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,32.0,2018-11-17 00:00:00,400,2,2.29,296.0,3,0,1,Bartosz Fabinski
6641,1124.0,3,119.0,95.0,12.0,7.0,0.0,0.0,66.0,49.0,0.0,10.0,50.0,34.0,12.0,11.0,4.0,4.0,31.0,19.0,26.0,23.0,9.0,7.0,3,0,0,2,162.0,False,16.0,11.0,2.0,1.0,0.0,0.0,8.0,5.0,0.0,0.0,6.0,3.0,2.0,2.0,0.0,0.0,3.0,1.0,5.0,4.0,0.0,0.0,0,0,0,1,34.0,2020-09-05 00:00:00,400,1,1.69,2827.0,4,0,2,Bartosz Fabinski
5333,132.0,0,20.0,13.0,0.0,0.0,0.0,1.0,15.0,9.0,0.0,0.0,13.0,7.0,0.0,0.0,2.0,2.0,12.0,6.0,2.0,2.0,1.0,1.0,0,0,0,1,132.0,False,20.0,13.0,0.0,0.0,0.0,1.0,15.0,9.0,0.0,0.0,13.0,7.0,0.0,0.0,2.0,2.0,12.0,6.0,2.0,2.0,1.0,1.0,0,0,0,1,26.0,2017-12-01 00:00:00,401,1,1.55,645.0,0,0,1,Emily Whitmire
5613,432.0,1,123.0,83.0,1.0,1.0,0.0,1.0,41.0,25.0,0.0,1.0,36.0,20.0,2.0,2.0,3.0,3.0,23.0,11.0,2.0,2.0,16.0,12.0,1,0,0,1,300.0,True,103.0,70.0,1.0,1.0,0.0,0.0,26.0,16.0,0.0,1.0,23.0,13.0,2.0,2.0,1.0,1.0,11.0,5.0,0.0,0.0,15.0,11.0,1,0,0,0,27.0,2018-07-07 00:00:00,401,1,2.77,401.0,1,1,0,Emily Whitmire
5897,493.0,2,134.0,91.0,2.0,2.0,1.0,1.0,46.0,28.0,0.0,3.0,40.0,22.0,2.0,2.0,4.0,4.0,28.0,14.0,2.0,2.0,16.0,12.0,1,0,0,2,61.0,True,11.0,8.0,1.0,1.0,1.0,0.0,5.0,3.0,0.0,2.0,4.0,2.0,0.0,0.0,1.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0,0,0,1,28.0,2019-02-18 05:00:00,401,2,1.94,401.0,2,2,0,Emily Whitmire
6094,623.0,2,150.0,95.0,2.0,2.0,1.0,1.0,62.0,32.0,0.0,3.0,53.0,24.0,5.0,4.0,4.0,4.0,42.0,16.0,4.0,4.0,16.0,12.0,1,0,0,3,130.0,False,16.0,4.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,13.0,2.0,3.0,2.0,0.0,0.0,14.0,2.0,2.0,2.0,0.0,0.0,0,0,0,1,28.0,2019-06-30 04:00:00,401,1,1.56,487.0,3,0,1,Emily Whitmire
6634,736.0,2,165.0,100.0,3.0,2.0,1.0,1.0,73.0,34.0,0.0,4.0,62.0,25.0,6.0,4.0,5.0,5.0,53.0,18.0,4.0,4.0,16.0,12.0,1,0,0,4,113.0,False,15.0,5.0,1.0,0.0,0.0,0.0,11.0,2.0,0.0,1.0,9.0,1.0,1.0,0.0,1.0,1.0,11.0,2.0,0.0,0.0,0.0,0.0,0,0,0,1,29.0,2020-08-29 00:00:00,401,2,1.81,71.0,4,0,2,Emily Whitmire
4233,158.0,1,41.0,35.0,1.0,1.0,1.0,0.0,21.0,17.0,0.0,1.0,15.0,12.0,5.0,4.0,1.0,1.0,14.0,11.0,1.0,1.0,6.0,5.0,0,0,0,1,158.0,True,41.0,35.0,1.0,1.0,1.0,0.0,21.0,17.0,0.0,1.0,15.0,12.0,5.0,4.0,1.0,1.0,14.0,11.0,1.0,1.0,6.0,5.0,0,0,0,1,29.0,2015-07-12 00:00:00,402,1,1.17,402.0,0,1,0,Michelle Waterson
4911,359.0,2,59.0,48.0,2.0,2.0,3.0,0.0,38.0,29.0,0.0,2.0,24.0,18.0,9.0,7.0,5.0,4.0,29.0,21.0,3.0,3.0,6.0,5.0,0,0,0,2,201.0,True,18.0,13.0,1.0,1.0,2.0,0.0,17.0,12.0,0.0,1.0,9.0,6.0,4.0,3.0,4.0,3.0,15.0,10.0,2.0,2.0,0.0,0.0,0,0,0,1,30.0,2016-12-18 00:00:00,402,2,1.89,402.0,1,2,0,Michelle Waterson
5034,526.0,2,74.0,57.0,2.0,2.0,3.0,0.0,51.0,37.0,0.0,2.0,30.0,19.0,11.0,9.0,10.0,9.0,42.0,29.0,3.0,3.0,6.0,5.0,0,0,0,3,167.0,False,15.0,9.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,6.0,1.0,2.0,2.0,5.0,5.0,13.0,8.0,0.0,0.0,0.0,0.0,0,0,0,1,31.0,2017-04-16 03:00:00,402,2,1.89,254.0,2,0,1,Michelle Waterson
5338,826.0,2,125.0,79.0,2.0,2.0,3.0,1.0,100.0,57.0,0.0,3.0,70.0,32.0,18.0,15.0,12.0,10.0,85.0,45.0,7.0,6.0,8.0,6.0,1,0,0,3,300.0,False,51.0,22.0,0.0,0.0,0.0,1.0,49.0,20.0,0.0,1.0,40.0,13.0,7.0,6.0,2.0,1.0,43.0,16.0,4.0,3.0,2.0,1.0,1,0,0,0,31.0,2017-12-02 00:00:00,402,2,3.1,392.0,3,0,2,Michelle Waterson
5493,1126.0,3,158.0,106.0,4.0,3.0,3.0,1.0,127.0,79.0,0.0,3.0,84.0,41.0,26.0,23.0,17.0,15.0,108.0,63.0,8.0,7.0,11.0,9.0,2,0,0,3,300.0,True,33.0,27.0,2.0,1.0,0.0,0.0,27.0,22.0,0.0,0.0,14.0,9.0,8.0,8.0,5.0,5.0,23.0,18.0,1.0,1.0,3.0,3.0,1,0,0,0,32.0,2018-04-15 03:00:00,402,1,2.34,402.0,4,1,0,Michelle Waterson
5720,1426.0,4,226.0,163.0,7.0,3.0,3.0,1.0,171.0,112.0,0.0,3.0,116.0,63.0,37.0,33.0,18.0,16.0,123.0,70.0,22.0,20.0,26.0,22.0,3,0,0,3,300.0,True,68.0,57.0,3.0,0.0,0.0,0.0,44.0,33.0,0.0,0.0,32.0,22.0,11.0,10.0,1.0,1.0,15.0,7.0,14.0,13.0,15.0,13.0,1,0,0,0,32.0,2018-10-06 00:00:00,402,1,2.2,402.0,5,2,0,Michelle Waterson
5963,1726.0,5,281.0,190.0,9.0,4.0,3.0,1.0,223.0,136.0,0.0,3.0,150.0,74.0,46.0,39.0,27.0,23.0,161.0,83.0,35.0,31.0,27.0,22.0,4,0,0,3,300.0,True,55.0,27.0,2.0,1.0,0.0,0.0,52.0,24.0,0.0,0.0,34.0,11.0,9.0,6.0,9.0,7.0,38.0,13.0,13.0,11.0,1.0,0.0,1,0,0,0,33.0,2019-03-31 03:00:00,402,2,2.45,402.0,6,3,0,Michelle Waterson
6250,2026.0,5,310.0,203.0,11.0,4.0,3.0,1.0,252.0,149.0,0.0,3.0,165.0,78.0,49.0,39.0,38.0,32.0,188.0,95.0,37.0,32.0,27.0,22.0,5,0,0,3,300.0,False,29.0,13.0,2.0,0.0,0.0,0.0,29.0,13.0,0.0,0.0,15.0,4.0,3.0,0.0,11.0,9.0,27.0,12.0,2.0,1.0,0.0,0.0,1,0,0,0,33.0,2019-10-12 00:00:00,402,1,5.98,572.0,7,0,1,Michelle Waterson
6458,2326.0,5,354.0,225.0,11.0,4.0,3.0,1.0,296.0,171.0,0.0,3.0,192.0,86.0,58.0,46.0,46.0,39.0,230.0,115.0,39.0,34.0,27.0,22.0,6,0,0,3,300.0,False,44.0,22.0,0.0,0.0,0.0,0.0,44.0,22.0,0.0,0.0,27.0,8.0,9.0,7.0,8.0,7.0,42.0,20.0,2.0,2.0,0.0,0.0,1,0,0,0,34.0,2020-05-09 00:00:00,402,1,2.24,458.0,8,0,2,Michelle Waterson
6652,2626.0,6,451.0,262.0,14.0,4.0,3.0,1.0,393.0,208.0,0.0,3.0,261.0,105.0,80.0,60.0,52.0,43.0,324.0,150.0,42.0,36.0,27.0,22.0,7,0,0,3,300.0,True,97.0,37.0,3.0,0.0,0.0,0.0,97.0,37.0,0.0,0.0,69.0,19.0,22.0,14.0,6.0,4.0,94.0,35.0,3.0,2.0,0.0,0.0,1,0,0,0,34.0,2020-09-12 00:00:00,402,1,2.0,402.0,9,1,0,Michelle Waterson
2518,234.0,1,46.0,29.0,3.0,2.0,0.0,0.0,38.0,21.0,0.0,1.0,32.0,19.0,2.0,1.0,4.0,1.0,29.0,14.0,3.0,2.0,6.0,5.0,0,0,1,0,234.0,True,46.0,29.0,3.0,2.0,0.0,0.0,38.0,21.0,0.0,1.0,32.0,19.0,2.0,1.0,4.0,1.0,29.0,14.0,3.0,2.0,6.0,5.0,0,0,1,0,27.0,2011-06-04 00:00:00,403,1,,403.0,0,1,0,Tony Ferguson
2641,534.0,2,128.0,60.0,3.0,2.0,0.0,0.0,120.0,52.0,0.0,1.0,99.0,41.0,10.0,7.0,11.0,4.0,108.0,43.0,6.0,4.0,6.0,5.0,0,0,2,0,300.0,True,82.0,31.0,0.0,0.0,0.0,0.0,82.0,31.0,0.0,0.0,67.0,22.0,8.0,6.0,7.0,3.0,79.0,29.0,3.0,2.0,0.0,0.0,0,0,1,0,27.0,2011-09-24 00:00:00,403,1,,403.0,1,2,0,Tony Ferguson
2723,834.0,3,210.0,73.0,3.0,2.0,0.0,0.0,202.0,65.0,0.0,1.0,174.0,49.0,14.0,9.0,14.0,7.0,190.0,56.0,6.0,4.0,6.0,5.0,1,0,2,0,300.0,True,82.0,13.0,0.0,0.0,0.0,0.0,82.0,13.0,0.0,0.0,75.0,8.0,4.0,2.0,3.0,3.0,82.0,13.0,0.0,0.0,0.0,0.0,1,0,0,0,27.0,2011-12-03 00:00:00,403,1,,403.0,2,3,0,Tony Ferguson
2867,1134.0,3,270.0,90.0,4.0,2.0,0.0,0.0,262.0,82.0,0.0,1.0,218.0,55.0,24.0,14.0,20.0,13.0,249.0,73.0,7.0,4.0,6.0,5.0,2,0,2,0,300.0,False,60.0,17.0,1.0,0.0,0.0,0.0,60.0,17.0,0.0,0.0,44.0,6.0,10.0,5.0,6.0,6.0,59.0,17.0,1.0,0.0,0.0,0.0,1,0,0,0,28.0,2012-05-05 00:00:00,403,2,,121.0,3,0,1,Tony Ferguson
3398,1246.0,4,288.0,97.0,4.0,2.0,1.0,0.0,277.0,87.0,0.0,1.0,231.0,58.0,25.0,15.0,21.0,14.0,263.0,77.0,7.0,4.0,7.0,6.0,2,0,2,1,112.0,True,18.0,7.0,0.0,0.0,1.0,0.0,15.0,5.0,0.0,0.0,13.0,3.0,1.0,1.0,1.0,1.0,14.0,4.0,0.0,0.0,1.0,1.0,0,0,0,1,29.0,2013-10-19 00:00:00,403,1,1.25,403.0,4,1,0,Tony Ferguson
3658,1492.0,5,357.0,137.0,6.0,3.0,2.0,0.0,344.0,125.0,0.0,2.0,294.0,93.0,27.0,16.0,23.0,16.0,329.0,114.0,8.0,5.0,7.0,6.0,2,0,3,1,246.0,True,69.0,40.0,2.0,1.0,1.0,0.0,67.0,38.0,0.0,1.0,63.0,35.0,2.0,1.0,2.0,2.0,66.0,37.0,1.0,1.0,0.0,0.0,0,0,1,0,30.0,2014-05-25 00:00:00,403,1,1.32,403.0,5,2,0,Tony Ferguson
3813,1792.0,6,390.0,155.0,6.0,3.0,2.0,0.0,359.0,127.0,0.0,2.0,307.0,94.0,27.0,16.0,25.0,17.0,342.0,115.0,9.0,5.0,8.0,7.0,3,0,3,1,300.0,True,33.0,18.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,13.0,1.0,0.0,0.0,2.0,1.0,13.0,1.0,1.0,0.0,1.0,1.0,1,0,0,0,30.0,2014-08-30 00:00:00,403,1,1.42,403.0,6,3,0,Tony Ferguson
3945,2051.0,7,423.0,178.0,7.0,4.0,3.0,0.0,373.0,134.0,0.0,3.0,317.0,98.0,30.0,19.0,26.0,17.0,353.0,120.0,11.0,6.0,9.0,8.0,3,0,3,2,259.0,True,33.0,23.0,1.0,1.0,1.0,0.0,14.0,7.0,0.0,1.0,10.0,4.0,3.0,3.0,1.0,0.0,11.0,5.0,2.0,1.0,1.0,1.0,0,0,0,1,30.0,2014-12-06 00:00:00,403,1,1.43,403.0,7,4,0,Tony Ferguson
4055,2208.0,8,468.0,195.0,8.0,5.0,5.0,0.0,411.0,145.0,0.0,4.0,344.0,103.0,37.0,22.0,30.0,20.0,383.0,128.0,11.0,6.0,17.0,11.0,3,0,3,3,157.0,True,45.0,17.0,1.0,1.0,2.0,0.0,38.0,11.0,0.0,1.0,27.0,5.0,7.0,3.0,4.0,3.0,30.0,8.0,0.0,0.0,8.0,3.0,0,0,0,1,31.0,2015-02-28 00:00:00,403,1,1.43,403.0,8,5,0,Tony Ferguson
4247,2508.0,9,517.0,220.0,9.0,5.0,5.0,0.0,460.0,170.0,0.0,4.0,371.0,113.0,50.0,29.0,39.0,28.0,430.0,151.0,13.0,8.0,17.0,11.0,4,0,3,3,300.0,True,49.0,25.0,1.0,0.0,0.0,0.0,49.0,25.0,0.0,0.0,27.0,10.0,13.0,7.0,9.0,8.0,47.0,23.0,2.0,2.0,0.0,0.0,1,0,0,0,31.0,2015-07-15 00:00:00,403,1,1.53,403.0,9,6,0,Tony Ferguson
4419,2682.0,10,559.0,246.0,10.0,5.0,6.0,0.0,501.0,195.0,0.0,5.0,404.0,130.0,54.0,33.0,43.0,32.0,464.0,169.0,13.0,8.0,24.0,18.0,4,0,3,4,174.0,True,42.0,26.0,1.0,0.0,1.0,0.0,41.0,25.0,0.0,1.0,33.0,17.0,4.0,4.0,4.0,4.0,34.0,18.0,0.0,0.0,7.0,7.0,0,0,0,1,31.0,2015-12-11 00:00:00,403,2,1.56,403.0,10,7,0,Tony Ferguson
4682,2824.0,11,606.0,271.0,10.0,5.0,8.0,0.0,548.0,220.0,0.0,5.0,440.0,146.0,62.0,39.0,46.0,35.0,511.0,194.0,13.0,8.0,24.0,18.0,4,0,3,5,142.0,True,47.0,25.0,0.0,0.0,2.0,0.0,47.0,25.0,0.0,0.0,36.0,16.0,8.0,6.0,3.0,3.0,47.0,25.0,0.0,0.0,0.0,0.0,0,0,0,1,32.0,2016-07-13 00:00:00,403,2,1.15,403.0,11,8,0,Tony Ferguson
4815,3124.0,12,681.0,314.0,10.0,5.0,8.0,0.0,623.0,263.0,0.0,5.0,503.0,180.0,65.0,40.0,55.0,43.0,586.0,237.0,13.0,8.0,24.0,18.0,5,0,3,5,300.0,True,75.0,43.0,0.0,0.0,0.0,0.0,75.0,43.0,0.0,0.0,63.0,34.0,3.0,1.0,9.0,8.0,75.0,43.0,0.0,0.0,0.0,0.0,1,0,0,0,32.0,2016-11-05 00:00:00,403,1,2.28,403.0,12,9,0,Tony Ferguson
5243,3366.0,13,709.0,330.0,10.0,5.0,10.0,0.0,649.0,277.0,0.0,5.0,526.0,192.0,67.0,41.0,56.0,44.0,598.0,240.0,14.0,9.0,37.0,28.0,5,0,3,6,242.0,True,28.0,16.0,0.0,0.0,2.0,0.0,26.0,14.0,0.0,0.0,23.0,12.0,2.0,1.0,1.0,1.0,12.0,3.0,1.0,1.0,13.0,10.0,0,0,0,1,33.0,2017-10-07 00:00:00,403,2,1.4,403.0,13,10,0,Tony Ferguson
5716,3666.0,14,819.0,396.0,10.0,5.0,10.0,0.0,758.0,342.0,0.0,5.0,605.0,237.0,86.0,54.0,67.0,51.0,697.0,297.0,18.0,13.0,43.0,32.0,5,0,4,6,300.0,True,110.0,66.0,0.0,0.0,0.0,0.0,109.0,65.0,0.0,0.0,79.0,45.0,19.0,13.0,11.0,7.0,99.0,57.0,4.0,4.0,6.0,4.0,0,0,1,0,34.0,2018-10-06 00:00:00,403,2,1.31,403.0,14,11,0,Tony Ferguson
6063,3966.0,15,915.0,448.0,10.0,5.0,10.0,0.0,854.0,394.0,0.0,5.0,673.0,271.0,103.0,65.0,78.0,58.0,793.0,349.0,18.0,13.0,43.0,32.0,5,0,5,6,300.0,True,96.0,52.0,0.0,0.0,0.0,0.0,96.0,52.0,0.0,0.0,68.0,34.0,17.0,11.0,11.0,7.0,96.0,52.0,0.0,0.0,0.0,0.0,0,0,1,0,35.0,2019-06-08 00:00:00,403,2,1.5,403.0,15,12,0,Tony Ferguson
6460,4185.0,15,984.0,472.0,10.0,5.0,10.0,0.0,923.0,418.0,0.0,5.0,730.0,284.0,109.0,70.0,84.0,64.0,862.0,373.0,18.0,13.0,43.0,32.0,5,0,5,6,219.0,False,69.0,24.0,0.0,0.0,0.0,0.0,69.0,24.0,0.0,0.0,57.0,13.0,6.0,5.0,6.0,6.0,69.0,24.0,0.0,0.0,0.0,0.0,0,0,0,0,36.0,2020-05-09 00:00:00,403,1,1.45,520.0,16,0,1,Tony Ferguson
6780,4485.0,15,992.0,476.0,10.0,5.0,10.0,0.0,929.0,420.0,0.0,5.0,733.0,286.0,112.0,70.0,84.0,64.0,868.0,375.0,18.0,13.0,43.0,32.0,6,0,5,6,300.0,False,8.0,4.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0,36.0,2020-12-12 00:00:00,403,2,1.67,274.0,17,0,2,Tony Ferguson
3715,38.0,1,10.0,7.0,1.0,1.0,1.0,0.0,10.0,7.0,0.0,1.0,6.0,4.0,4.0,3.0,0.0,0.0,4.0,2.0,3.0,3.0,3.0,2.0,0,0,0,1,38.0,True,10.0,7.0,1.0,1.0,1.0,0.0,10.0,7.0,0.0,1.0,6.0,4.0,4.0,3.0,0.0,0.0,4.0,2.0,3.0,3.0,3.0,2.0,0,0,0,1,29.0,2014-06-28 00:00:00,404,1,1.54,404.0,0,1,0,Diego Ferreira
3815,151.0,2,30.0,21.0,1.0,1.0,2.0,0.0,27.0,18.0,0.0,1.0,23.0,15.0,4.0,3.0,0.0,0.0,14.0,6.0,3.0,3.0,10.0,9.0,0,0,1,1,113.0,True,20.0,14.0,0.0,0.0,1.0,0.0,17.0,11.0,0.0,0.0,17.0,11.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,7.0,7.0,0,0,1,0,29.0,2014-08-30 00:00:00,404,1,1.56,404.0,1,2,0,Diego Ferreira
3888,451.0,2,57.0,33.0,1.0,1.0,2.0,0.0,51.0,28.0,0.0,1.0,45.0,23.0,6.0,5.0,0.0,0.0,34.0,14.0,7.0,5.0,10.0,9.0,1,0,1,1,300.0,False,27.0,12.0,0.0,0.0,0.0,0.0,24.0,10.0,0.0,0.0,22.0,8.0,2.0,2.0,0.0,0.0,20.0,8.0,4.0,2.0,0.0,0.0,1,0,0,0,29.0,2014-10-25 00:00:00,404,1,1.43,528.0,2,0,1,Diego Ferreira
4088,676.0,2,113.0,53.0,3.0,1.0,2.0,0.0,107.0,48.0,0.0,1.0,91.0,35.0,13.0,10.0,3.0,3.0,86.0,30.0,11.0,9.0,10.0,9.0,1,0,2,1,225.0,False,56.0,20.0,2.0,0.0,0.0,0.0,56.0,20.0,0.0,0.0,46.0,12.0,7.0,5.0,3.0,3.0,52.0,16.0,4.0,4.0,0.0,0.0,0,0,1,0,30.0,2015-04-04 00:00:00,404,1,2.63,516.0,3,0,2,Diego Ferreira
4480,976.0,3,202.0,120.0,4.0,1.0,2.0,1.0,133.0,61.0,0.0,5.0,115.0,46.0,13.0,10.0,5.0,5.0,107.0,38.0,11.0,9.0,15.0,14.0,2,0,2,1,300.0,True,89.0,67.0,1.0,0.0,0.0,1.0,26.0,13.0,0.0,4.0,24.0,11.0,0.0,0.0,2.0,2.0,21.0,8.0,0.0,0.0,5.0,5.0,1,0,0,0,31.0,2016-01-31 00:00:00,404,2,3.3,404.0,4,1,0,Diego Ferreira
5443,1094.0,4,262.0,149.0,4.0,1.0,2.0,1.0,193.0,90.0,0.0,7.0,169.0,70.0,17.0,13.0,7.0,7.0,151.0,51.0,11.0,9.0,31.0,30.0,2,0,3,1,118.0,True,60.0,29.0,0.0,0.0,0.0,0.0,60.0,29.0,0.0,2.0,54.0,24.0,4.0,3.0,2.0,2.0,44.0,13.0,0.0,0.0,16.0,16.0,0,0,1,0,33.0,2018-02-18 00:00:00,404,2,3.2,404.0,5,2,0,Diego Ferreira
5824,1177.0,5,293.0,166.0,5.0,2.0,2.0,1.0,220.0,104.0,0.0,10.0,195.0,84.0,18.0,13.0,7.0,7.0,156.0,53.0,11.0,9.0,53.0,42.0,2,0,4,1,83.0,True,31.0,17.0,1.0,1.0,0.0,0.0,27.0,14.0,0.0,3.0,26.0,14.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,22.0,12.0,0,0,1,0,33.0,2018-12-08 00:00:00,404,1,1.2,404.0,6,3,0,Diego Ferreira
5909,1477.0,6,405.0,206.0,5.0,2.0,2.0,1.0,327.0,139.0,0.0,10.0,282.0,108.0,35.0,21.0,10.0,10.0,256.0,83.0,18.0,14.0,53.0,42.0,3,0,4,1,300.0,True,112.0,40.0,0.0,0.0,0.0,0.0,107.0,35.0,0.0,0.0,87.0,24.0,17.0,8.0,3.0,3.0,100.0,30.0,7.0,5.0,0.0,0.0,1,0,0,0,34.0,2019-02-23 00:00:00,404,1,2.17,404.0,7,4,0,Diego Ferreira
6196,1777.0,7,550.0,270.0,6.0,2.0,2.0,1.0,472.0,203.0,0.0,10.0,401.0,156.0,56.0,33.0,15.0,14.0,398.0,145.0,18.0,14.0,53.0,42.0,4,0,4,1,300.0,True,145.0,64.0,1.0,0.0,0.0,0.0,145.0,64.0,0.0,0.0,119.0,48.0,21.0,12.0,5.0,4.0,142.0,62.0,0.0,0.0,0.0,0.0,1,0,0,0,34.0,2019-09-07 00:00:00,404,2,2.94,404.0,8,5,0,Diego Ferreira
6360,1883.0,8,567.0,280.0,8.0,3.0,3.0,1.0,481.0,208.0,0.0,12.0,408.0,160.0,56.0,33.0,17.0,15.0,401.0,147.0,18.0,14.0,59.0,45.0,4,0,4,2,106.0,True,17.0,10.0,2.0,1.0,1.0,0.0,9.0,5.0,0.0,2.0,7.0,4.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,6.0,3.0,0,0,0,1,35.0,2020-01-18 00:00:00,404,2,1.42,404.0,9,6,0,Diego Ferreira
6842,2183.0,8,628.0,300.0,8.0,3.0,3.0,1.0,539.0,227.0,0.0,13.0,460.0,176.0,61.0,35.0,18.0,16.0,454.0,163.0,18.0,14.0,64.0,48.0,5,0,4,2,300.0,False,61.0,20.0,0.0,0.0,0.0,0.0,58.0,19.0,0.0,1.0,52.0,16.0,5.0,2.0,1.0,1.0,53.0,16.0,0.0,0.0,5.0,3.0,1,0,0,0,36.0,2021-02-06 00:00:00,404,1,2.0,528.0,10,0,1,Diego Ferreira
2937,300.0,1,45.0,9.0,0.0,0.0,0.0,0.0,36.0,8.0,0.0,0.0,25.0,5.0,11.0,3.0,0.0,0.0,36.0,8.0,0.0,0.0,0.0,0.0,1,0,0,0,300.0,True,45.0,9.0,0.0,0.0,0.0,0.0,36.0,8.0,0.0,0.0,25.0,5.0,11.0,3.0,0.0,0.0,36.0,8.0,0.0,0.0,0.0,0.0,1,0,0,0,27.0,2012-06-23 00:00:00,405,2,,405.0,0,1,0,Cezar Ferreira
3313,347.0,2,50.0,12.0,0.0,0.0,1.0,0.0,41.0,11.0,0.0,0.0,29.0,8.0,11.0,3.0,1.0,0.0,41.0,11.0,0.0,0.0,0.0,0.0,1,0,0,1,47.0,True,5.0,3.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0,0,0,1,28.0,2013-08-03 00:00:00,405,2,1.22,405.0,1,2,0,Cezar Ferreira
3429,647.0,3,96.0,44.0,2.0,2.0,1.0,0.0,49.0,14.0,0.0,3.0,36.0,10.0,12.0,4.0,1.0,0.0,48.0,14.0,1.0,0.0,0.0,0.0,2,0,0,1,300.0,True,46.0,32.0,2.0,2.0,0.0,0.0,8.0,3.0,0.0,3.0,7.0,2.0,1.0,1.0,0.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0,1,0,0,0,28.0,2013-11-09 00:00:00,405,1,1.61,405.0,2,3,0,Cezar Ferreira
3588,686.0,3,104.0,47.0,2.0,2.0,1.0,0.0,57.0,17.0,0.0,3.0,44.0,13.0,12.0,4.0,1.0,0.0,56.0,17.0,1.0,0.0,0.0,0.0,2,0,1,1,39.0,False,8.0,3.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0,0,1,0,29.0,2014-03-23 00:00:00,405,2,1.3,130.0,3,0,1,Cezar Ferreira
3712,986.0,4,123.0,58.0,3.0,3.0,1.0,0.0,68.0,20.0,0.0,4.0,52.0,15.0,15.0,5.0,1.0,0.0,67.0,20.0,1.0,0.0,0.0,0.0,3,0,1,1,300.0,True,19.0,11.0,1.0,1.0,0.0,0.0,11.0,3.0,0.0,1.0,8.0,2.0,3.0,1.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,1,0,0,0,29.0,2014-06-28 00:00:00,405,1,1.38,405.0,4,1,0,Cezar Ferreira
4042,1200.0,4,159.0,71.0,3.0,3.0,1.0,0.0,104.0,33.0,0.0,4.0,75.0,21.0,24.0,9.0,5.0,3.0,103.0,33.0,1.0,0.0,0.0,0.0,3,0,2,1,214.0,False,36.0,13.0,0.0,0.0,0.0,0.0,36.0,13.0,0.0,0.0,23.0,6.0,9.0,4.0,4.0,3.0,36.0,13.0,0.0,0.0,0.0,0.0,0,0,1,0,30.0,2015-02-22 00:00:00,405,1,1.32,449.0,5,0,1,Cezar Ferreira
